Zeit;Kanal A
(ms);(V)

-4,90397405;0,98440580
-4,90387005;0,98440580
-4,90376605;0,98440580
-4,90366205;0,98440580
-4,90355805;0,98440580
-4,90345405;0,93750000
-4,90335005;0,98440580
-4,90324605;0,98440580
-4,90314205;0,98440580
-4,90303805;0,98440580
-4,90293405;0,98440580
-4,90283005;0,98440580
-4,90272605;0,98440580
-4,90262205;1,03115800
-4,90251805;1,03115800
-4,90241405;0,98440580
-4,90231005;0,98440580
-4,90220605;0,98440580
-4,90210205;1,03115800
-4,90199805;0,98440580
-4,90189405;1,03115800
-4,90179005;0,93750000
-4,90168605;0,98440580
-4,90158205;0,98440580
-4,90147805;0,98440580
-4,90137405;0,98440580
-4,90127005;0,98440580
-4,90116605;0,98440580
-4,90106205;0,98440580
-4,90095805;0,98440580
-4,90085405;1,03115800
-4,90075005;0,98440580
-4,90064605;0,98440580
-4,90054205;1,03115800
-4,90043805;1,03115800
-4,90033405;0,98440580
-4,90023005;1,03115800
-4,90012605;1,03115800
-4,90002205;1,03115800
-4,89991805;0,98440580
-4,89981405;0,98440580
-4,89971005;1,03115800
-4,89960605;0,98440580
-4,89950205;0,98440580
-4,89939805;0,98440580
-4,89929405;0,98440580
-4,89919005;0,98440580
-4,89908605;0,98440580
-4,89898205;0,98440580
-4,89887805;0,98440580
-4,89877405;0,98440580
-4,89867005;0,98440580
-4,89856605;0,98440580
-4,89846205;1,03115800
-4,89835805;1,03115800
-4,89825405;1,03115800
-4,89815005;1,03115800
-4,89804605;1,03115800
-4,89794205;1,03115800
-4,89783805;1,03115800
-4,89773405;0,98440580
-4,89763005;1,03115800
-4,89752605;0,98440580
-4,89742205;1,03115800
-4,89731805;1,03115800
-4,89721405;0,98440580
-4,89711005;0,98440580
-4,89700605;0,98440580
-4,89690205;0,98440580
-4,89679805;0,93750000
-4,89669405;0,98440580
-4,89659005;0,98440580
-4,89648605;0,98440580
-4,89638205;0,98440580
-4,89627805;1,03115800
-4,89617405;0,98440580
-4,89607005;1,03115800
-4,89596605;1,03115800
-4,89586205;1,03115800
-4,89575805;1,03115800
-4,89565405;0,98440580
-4,89555005;0,98440580
-4,89544605;0,98440580
-4,89534205;0,98440580
-4,89523805;0,98440580
-4,89513405;1,03115800
-4,89503005;1,03115800
-4,89492605;0,93750000
-4,89482205;0,98440580
-4,89471805;0,98440580
-4,89461405;0,98440580
-4,89451005;0,98440580
-4,89440605;0,98440580
-4,89430205;0,98440580
-4,89419805;0,98440580
-4,89409405;0,98440580
-4,89399005;0,98440580
-4,89388605;0,98440580
-4,89378205;1,03115800
-4,89367805;1,07806300
-4,89357405;0,98440580
-4,89347005;0,98440580
-4,89336605;1,03115800
-4,89326205;0,98440580
-4,89315805;0,98440580
-4,89305405;0,98440580
-4,89295005;0,98440580
-4,89284605;0,98440580
-4,89274205;0,98440580
-4,89263805;0,98440580
-4,89253405;0,98440580
-4,89243005;0,98440580
-4,89232605;0,98440580
-4,89222205;0,98440580
-4,89211805;0,98440580
-4,89201405;0,98440580
-4,89191005;0,98440580
-4,89180605;1,03115800
-4,89170205;0,98440580
-4,89159805;1,03115800
-4,89149405;0,98440580
-4,89139005;1,03115800
-4,89128605;1,03115800
-4,89118205;0,98440580
-4,89107805;1,03115800
-4,89097405;0,98440580
-4,89087005;0,98440580
-4,89076605;0,98440580
-4,89066205;0,98440580
-4,89055805;0,93750000
-4,89045405;0,98440580
-4,89035005;0,98440580
-4,89024605;0,98440580
-4,89014205;0,93750000
-4,89003805;0,98440580
-4,88993405;0,98440580
-4,88983005;0,98440580
-4,88972605;0,98440580
-4,88962205;0,98440580
-4,88951805;0,98440580
-4,88941405;1,03115800
-4,88931005;1,07806300
